Entity,Code,Year,Patent application rates (OWID based on World Bank & UN)
North America,,2004,599.534
North America,,2005,649.755
North America,,2006,686.694
North America,,2007,737.154
North America,,2008,701.38
North America,,2009,675.484
North America,,2010,717.862
North America,,2011,729.631
North America,,2012,784.06
North America,,2013,832.034
North America,,2014,816.815
North America,,2015,820.077
North Korea,PRK,2005,245.187
North Korea,PRK,2006,263.911
North Korea,PRK,2007,282.854
North Korea,PRK,2009,325.226
North Korea,PRK,2010,326.046
North Korea,PRK,2011,321.815
North Korea,PRK,2012,336.122
North Macedonia,MKD,1993,39.314
North Macedonia,MKD,1994,29.268
North Macedonia,MKD,1995,50.422
North Macedonia,MKD,1996,26.138
North Macedonia,MKD,1997,33.007
North Macedonia,MKD,1998,41.748
North Macedonia,MKD,1999,31.614
North Macedonia,MKD,2000,34.893
North Macedonia,MKD,2001,32.308
North Macedonia,MKD,2002,20.499
North Macedonia,MKD,2003,23.376
North Macedonia,MKD,2004,21.39
North Macedonia,MKD,2005,25.725
North Macedonia,MKD,2006,26.658
North Macedonia,MKD,2007,50.836
North Macedonia,MKD,2008,16.446
North Macedonia,MKD,2009,18.849
North Macedonia,MKD,2010,13.039
North Macedonia,MKD,2011,17.854
North Macedonia,MKD,2012,24.108
North Macedonia,MKD,2013,20.234
Norway,NOR,1985,222.275
Norway,NOR,1986,216.684
Norway,NOR,1987,211.134
Norway,NOR,1988,214.753
Norway,NOR,1989,240.129
Norway,NOR,1990,211.955
Norway,NOR,1991,216.813
Norway,NOR,1992,219.531
Norway,NOR,1993,239.101
Norway,NOR,1994,247.659
Norway,NOR,1995,258.764
Norway,NOR,1996,294.659
Norway,NOR,1997,285.12
Norway,NOR,1998,273.724
Norway,NOR,1999,299.199
Norway,NOR,2000,291.919
Norway,NOR,2001,263.417
Norway,NOR,2002,259.577
Norway,NOR,2003,236.371
Norway,NOR,2004,248.698
Norway,NOR,2005,247.226
Norway,NOR,2006,240.094
Norway,NOR,2007,260.132
Norway,NOR,2008,241.181
Norway,NOR,2009,258.039
Norway,NOR,2010,228.46
Norway,NOR,2011,226.525
Norway,NOR,2012,201.053
Norway,NOR,2013,216.748
Norway,NOR,2014,215.291
Norway,NOR,2015,222.218
OECD members,,1985,427.213
OECD members,,1986,439.975
OECD members,,1987,461.84
OECD members,,1988,466.296
OECD members,,1989,474.315
OECD members,,1990,491.519
OECD members,,1991,490.768
OECD members,,1992,503.23
OECD members,,1993,508.625
OECD members,,1994,507.039
OECD members,,1995,553.87
OECD members,,1996,557.627
OECD members,,1997,569.288
OECD members,,1998,575.271
OECD members,,1999,599.895
OECD members,,2000,651.061
OECD members,,2001,646.783
OECD members,,2002,632.682
OECD members,,2003,637.545
OECD members,,2004,656.337
OECD members,,2005,679.419
OECD members,,2006,671.658
OECD members,,2007,682.802
OECD members,,2008,666.081
OECD members,,2009,626.864
OECD members,,2010,635.598
OECD members,,2011,640.114
OECD members,,2012,660.366
OECD members,,2013,668.525
OECD members,,2014,659.923
OECD members,,2015,648.659
Pakistan,PAK,1990,0.214
Pakistan,PAK,1991,0.199
Pakistan,PAK,1992,0.149
Pakistan,PAK,1993,0.163
Pakistan,PAK,1994,0.259
Pakistan,PAK,1995,0.171
Pakistan,PAK,1996,0.127
Pakistan,PAK,1997,0.209
Pakistan,PAK,1998,0.34
Pakistan,PAK,1999,0.325
Pakistan,PAK,2000,0.332
Pakistan,PAK,2001,0.41
Pakistan,PAK,2002,0.38
Pakistan,PAK,2003,0.386
Pakistan,PAK,2004,0.484
Pakistan,PAK,2005,0.929
Pakistan,PAK,2006,0.579
Pakistan,PAK,2007,0.68
Pakistan,PAK,2008,1.039
Pakistan,PAK,2010,0.668
Pakistan,PAK,2011,0.528
Pakistan,PAK,2012,0.54
Pakistan,PAK,2013,0.831
Pakistan,PAK,2014,0.787
Pakistan,PAK,2015,1.104
Panama,PAN,1985,6.308
Panama,PAN,1986,4.849
Panama,PAN,1987,1.294
Panama,PAN,1988,3.8
Panama,PAN,1989,2.48
Panama,PAN,1990,6.07
Panama,PAN,1991,7.53
Panama,PAN,1992,6.988
Panama,PAN,1993,7.606
Panama,PAN,1994,4.098
Panama,PAN,1995,5.84
Panama,PAN,1996,11.086
Panama,PAN,2000,2.31
Panama,PAN,2011,5.664
Panama,PAN,2013,2.345
Panama,PAN,2014,3.33
Panama,PAN,2015,3.527
Papua New Guinea,PNG,2008,0.147
Papua New Guinea,PNG,2015,0.126
Paraguay,PRY,1985,1.906
Paraguay,PRY,1989,1.462
Paraguay,PRY,1990,3.797
Paraguay,PRY,1992,4.512
Paraguay,PRY,1993,6.605
Paraguay,PRY,2000,2.074
Paraguay,PRY,2001,2.219
Paraguay,PRY,2002,1.997
Paraguay,PRY,2003,2.14
Paraguay,PRY,2004,3.156
Paraguay,PRY,2005,4.141
Paraguay,PRY,2006,3.57
Paraguay,PRY,2007,6.202
Paraguay,PRY,2008,2.15
Paraguay,PRY,2009,2.448
Paraguay,PRY,2010,2.899
Peru,PER,1985,2.098
Peru,PER,1986,2.4
Peru,PER,1987,2.103
Peru,PER,1988,2.535
Peru,PER,1990,2.245
Peru,PER,1991,1.391
Peru,PER,1992,0.924
Peru,PER,1993,1.467
Peru,PER,1994,1.228
Peru,PER,1996,2.128
Peru,PER,1997,1.933
Peru,PER,1999,1.878
Peru,PER,2000,1.544
Peru,PER,2001,1.371
Peru,PER,2002,1.09
Peru,PER,2003,1.188
Peru,PER,2004,1.393
Peru,PER,2005,0.978
Peru,PER,2006,1.395
Peru,PER,2007,0.99
Peru,PER,2008,1.082
Peru,PER,2009,1.276
Peru,PER,2010,1.328
Peru,PER,2011,1.31
Peru,PER,2012,1.791
Peru,PER,2013,2.388
Peru,PER,2014,2.68
Peru,PER,2015,2.135
Philippines,PHL,1985,1.675
Philippines,PHL,1986,1.344
Philippines,PHL,1987,1.326
Philippines,PHL,1988,1.461
Philippines,PHL,1989,1.176
Philippines,PHL,1990,2.373
Philippines,PHL,1991,2.315
Philippines,PHL,1992,2.044
Philippines,PHL,1993,2.671
Philippines,PHL,1994,2.653
Philippines,PHL,1995,2.42
Philippines,PHL,1996,2.281
Philippines,PHL,1997,1.711
Philippines,PHL,1998,2.182
Philippines,PHL,1999,1.886
Philippines,PHL,2000,1.975
Philippines,PHL,2001,1.695
Philippines,PHL,2002,1.832
Philippines,PHL,2003,1.698
Philippines,PHL,2004,1.866
Philippines,PHL,2005,2.434
Philippines,PHL,2006,2.54
Philippines,PHL,2007,2.52
Philippines,PHL,2008,2.38
Philippines,PHL,2009,1.865
Philippines,PHL,2010,1.814
Philippines,PHL,2011,1.952
Philippines,PHL,2012,1.672
Philippines,PHL,2013,2.234
Philippines,PHL,2014,3.337
Philippines,PHL,2015,3.687
Poland,POL,1985,137.735
Poland,POL,1986,146.465
Poland,POL,1987,150.844
Poland,POL,1988,166.03
Poland,POL,1989,139.457
Poland,POL,1990,107.739
Poland,POL,1991,88.61
Poland,POL,1992,75.358
Poland,POL,1993,69.134
Poland,POL,1994,69.43
Poland,POL,1995,67.237
Poland,POL,1996,62.422
Poland,POL,1997,62.07
Poland,POL,1998,62.255
Poland,POL,1999,59.105
Poland,POL,2000,62.835
Poland,POL,2001,57.572
Poland,POL,2002,60.502
Poland,POL,2003,59.365
Poland,POL,2004,62.359
Poland,POL,2005,53.137
Poland,POL,2006,56.553
Poland,POL,2007,62.748
Poland,POL,2008,65.258
Poland,POL,2009,75.986
Poland,POL,2010,84.195
Poland,POL,2011,101.909
Poland,POL,2012,115.86
Poland,POL,2013,111.382
Poland,POL,2014,103.679
Poland,POL,2015,123.097
Portugal,PRT,1985,8.48
Portugal,PRT,1986,7.675
Portugal,PRT,1987,6.082
Portugal,PRT,1988,5.389
Portugal,PRT,1989,8.596
Portugal,PRT,1990,10.117
Portugal,PRT,1991,10.241
Portugal,PRT,1992,6.933
Portugal,PRT,1993,8.831
Portugal,PRT,1994,10.309
Portugal,PRT,1995,8.079
Portugal,PRT,1996,8.545
Portugal,PRT,1997,7.023
Portugal,PRT,1998,9.449
Portugal,PRT,1999,7.927
Portugal,PRT,2000,7.872
Portugal,PRT,2001,10.325
Portugal,PRT,2002,12.476
Portugal,PRT,2003,11.952
Portugal,PRT,2004,11.732
Portugal,PRT,2005,15.043
Portugal,PRT,2006,17.487
Portugal,PRT,2007,23.712
Portugal,PRT,2008,36.086
Portugal,PRT,2009,54.03
Portugal,PRT,2010,47.195
Portugal,PRT,2011,54.084
Portugal,PRT,2012,59.059
Portugal,PRT,2013,61.871
Portugal,PRT,2014,69.416
Portugal,PRT,2015,89.302
Post-demographic dividend,,1985,460.944
Post-demographic dividend,,1986,475.487
Post-demographic dividend,,1987,500.277
Post-demographic dividend,,1988,505.425
Post-demographic dividend,,1989,516.17
Post-demographic dividend,,1990,537.864
Post-demographic dividend,,1991,539.433
Post-demographic dividend,,1992,555.373
Post-demographic dividend,,1993,572.202
Post-demographic dividend,,1994,567.743
Post-demographic dividend,,1995,621.209
Post-demographic dividend,,1996,626.187
Post-demographic dividend,,1997,641.794
Post-demographic dividend,,1998,649.873
Post-demographic dividend,,1999,679.434
Post-demographic dividend,,2000,739.366
Post-demographic dividend,,2001,737.931
Post-demographic dividend,,2002,717.785
Post-demographic dividend,,2003,725.194
Post-demographic dividend,,2004,749.799
Post-demographic dividend,,2005,777.354
Post-demographic dividend,,2006,769.925
Post-demographic dividend,,2007,782.89
Post-demographic dividend,,2008,764.113
Post-demographic dividend,,2009,719.502
Post-demographic dividend,,2010,730.403
Post-demographic dividend,,2011,736.62
Post-demographic dividend,,2012,760.273
Post-demographic dividend,,2013,772.095
Post-demographic dividend,,2014,762.529
Post-demographic dividend,,2015,749.358
Qatar,QAT,2012,1.422
Qatar,QAT,2013,3.999
Qatar,QAT,2014,2.106
Romania,ROU,1985,184.615
Romania,ROU,1986,192.22
Romania,ROU,1987,210.071
Romania,ROU,1988,243.52
Romania,ROU,1989,253.352
Romania,ROU,1990,118.611
Romania,ROU,1991,87.604
Romania,ROU,1992,63.92
Romania,ROU,1993,62.118
Romania,ROU,1994,71.843
Romania,ROU,1995,79.835
Romania,ROU,1996,80.95
Romania,ROU,1997,75.729
Romania,ROU,1998,57.714
Romania,ROU,1999,47.214
Romania,ROU,2000,44.691
Romania,ROU,2001,50.967
Romania,ROU,2002,68.015
Romania,ROU,2003,40.836
Romania,ROU,2004,43.679
Romania,ROU,2005,42.965
Romania,ROU,2006,38.408
Romania,ROU,2007,39.602
Romania,ROU,2008,48.447
Romania,ROU,2009,51.749
Romania,ROU,2010,68.257
Romania,ROU,2011,70.679
Romania,ROU,2012,50.952
Romania,ROU,2013,49.691
Romania,ROU,2014,47.818
Romania,ROU,2015,49.204
Russia,RUS,1992,265.615
Russia,RUS,1993,191.914
Russia,RUS,1994,143.256
Russia,RUS,1995,118.288
Russia,RUS,1996,121.585
Russia,RUS,1997,102.126
Russia,RUS,1998,111.424
Russia,RUS,1999,135.177
Russia,RUS,2000,159.465
Russia,RUS,2001,169.733
Russia,RUS,2002,163.187
Russia,RUS,2003,172.619
Russia,RUS,2004,159.544
Russia,RUS,2005,164.745
Russia,RUS,2006,194.925
Russia,RUS,2007,192.605
Russia,RUS,2008,194.14
Russia,RUS,2009,179.276
Russia,RUS,2010,201.065
Russia,RUS,2011,185.33
Russia,RUS,2012,200.424
Russia,RUS,2013,200.443
Russia,RUS,2014,167.376
Russia,RUS,2015,203.12
Rwanda,RWA,1988,0.142
Rwanda,RWA,2012,3.708
Rwanda,RWA,2014,0.441
Rwanda,RWA,2015,0.43
Samoa,WSM,2014,5.2
Samoa,WSM,2015,5.161
Saudi Arabia,SAU,1989,0.762
Saudi Arabia,SAU,1990,0.98
Saudi Arabia,SAU,1991,1.601
Saudi Arabia,SAU,1992,1.208
Saudi Arabia,SAU,1993,1.176
Saudi Arabia,SAU,1994,1.802
Saudi Arabia,SAU,1995,1.494
Saudi Arabia,SAU,1996,1.411
Saudi Arabia,SAU,1997,2.922
Saudi Arabia,SAU,1998,2.263
Saudi Arabia,SAU,1999,3.548
Saudi Arabia,SAU,2000,3.66
Saudi Arabia,SAU,2001,2.159
Saudi Arabia,SAU,2002,2.785
Saudi Arabia,SAU,2003,2.483
Saudi Arabia,SAU,2004,3.487
Saudi Arabia,SAU,2005,4.978
Saudi Arabia,SAU,2006,4.842
Saudi Arabia,SAU,2007,5.069
Saudi Arabia,SAU,2010,10.501
Saudi Arabia,SAU,2011,12.288
Saudi Arabia,SAU,2013,16.397
Saudi Arabia,SAU,2014,21.185
Saudi Arabia,SAU,2015,22.657
Serbia,SRB,2004,63.378
Serbia,SRB,2005,49.995
Serbia,SRB,2006,58.287
Serbia,SRB,2007,53.512
Serbia,SRB,2008,52.515
Serbia,SRB,2009,43.574
Serbia,SRB,2010,39.773
Serbia,SRB,2011,24.882
Serbia,SRB,2012,26.67
Serbia,SRB,2013,28.056
Serbia,SRB,2014,28.329
Serbia,SRB,2015,25.087
Singapore,SGP,1985,1.462
Singapore,SGP,1995,41.141
Singapore,SGP,1996,61.024
Singapore,SGP,1997,75.869
Singapore,SGP,1998,79.191
Singapore,SGP,1999,94.475
Singapore,SGP,2000,128.107
Singapore,SGP,2001,126.389
Singapore,SGP,2002,149.427
Singapore,SGP,2003,152.133
Singapore,SGP,2004,153.84
Singapore,SGP,2005,133.388
Singapore,SGP,2006,142.229
Singapore,SGP,2007,151.68
Singapore,SGP,2008,163.863
Singapore,SGP,2009,150.374
Singapore,SGP,2010,176.295
Singapore,SGP,2011,203.716
Singapore,SGP,2012,203.485
Singapore,SGP,2013,211.7
Singapore,SGP,2014,238.22
Singapore,SGP,2015,265.402
Slovakia,SVK,1993,52.955
Slovakia,SVK,1994,46.387
Slovakia,SVK,1995,50.168
Slovakia,SVK,1996,36.29
Slovakia,SVK,1997,41.61
Slovakia,SVK,1998,39.514
Slovakia,SVK,1999,39.474
Slovakia,SVK,2000,43.795
Slovakia,SVK,2001,45.735
Slovakia,SVK,2002,48.169
Slovakia,SVK,2003,39.082
Slovakia,SVK,2004,40.02
Slovakia,SVK,2005,28.849
Slovakia,SVK,2006,35.92
Slovakia,SVK,2007,44.468
Slovakia,SVK,2008,31.045
Slovakia,SVK,2009,32.675
Slovakia,SVK,2010,43.402
Slovakia,SVK,2011,41.494
Slovakia,SVK,2012,31.068
Slovakia,SVK,2013,33.99
Slovakia,SVK,2014,38.94
Slovakia,SVK,2015,42.037
Slovenia,SVN,1991,10.503
Slovenia,SVN,1992,94.165
Slovenia,SVN,1993,139.074
Slovenia,SVN,1994,143.759
Slovenia,SVN,1995,157.799
Slovenia,SVN,1996,144.823
Slovenia,SVN,1997,133.941
Slovenia,SVN,1998,145.335
Slovenia,SVN,1999,131.616
Slovenia,SVN,2000,154.355
Slovenia,SVN,2001,151.1
Slovenia,SVN,2002,150.411
Slovenia,SVN,2003,155.331
Slovenia,SVN,2004,171.256
Slovenia,SVN,2005,171.959
Slovenia,SVN,2006,143.009
Slovenia,SVN,2007,164.014
Slovenia,SVN,2008,148.913
Slovenia,SVN,2009,182.873
Slovenia,SVN,2010,215.759
Slovenia,SVN,2011,228.951
South Africa,ZAF,1985,122.821
South Africa,ZAF,1986,140.217
South Africa,ZAF,1987,142.82
South Africa,ZAF,1988,137.205
South Africa,ZAF,1989,142.749
South Africa,ZAF,1990,29.706
South Africa,ZAF,1991,27.141
South Africa,ZAF,1992,22.977
South Africa,ZAF,1993,22.817
South Africa,ZAF,1994,23.053
South Africa,ZAF,1995,21.315
South Africa,ZAF,1996,17.934
South Africa,ZAF,1997,8.271
South Africa,ZAF,1998,4.589
South Africa,ZAF,1999,3.12
South Africa,ZAF,2000,19.935
South Africa,ZAF,2001,21.318
South Africa,ZAF,2002,21.437
South Africa,ZAF,2003,19.863
South Africa,ZAF,2004,20.34
South Africa,ZAF,2005,21.068
South Africa,ZAF,2006,17.954
South Africa,ZAF,2007,18.718
South Africa,ZAF,2008,17.354
South Africa,ZAF,2009,16.356
South Africa,ZAF,2010,16.105
South Africa,ZAF,2011,12.681
South Africa,ZAF,2012,11.58
South Africa,ZAF,2013,11.967
South Africa,ZAF,2014,14.812
South Africa,ZAF,2015,16.16
South Asia,,1985,1.037
South Asia,,1986,1.005
South Asia,,1987,0.993
South Asia,,1988,0.999
South Asia,,1989,1
South Asia,,1990,1.081
South Asia,,1991,1.173
South Asia,,1992,1.161
South Asia,,1993,1.092
South Asia,,1994,1.376
South Asia,,1995,1.362
South Asia,,1996,1.361
South Asia,,1997,1.588
South Asia,,1998,1.78
South Asia,,1999,1.777
South Asia,,2000,1.726
South Asia,,2001,1.853
South Asia,,2002,2.027
South Asia,,2003,2.485
South Asia,,2004,2.86
South Asia,,2005,3.347
South Asia,,2006,3.873
South Asia,,2007,4.219
South Asia,,2008,4.328
South Asia,,2009,4.677
South Asia,,2010,5.677
South Asia,,2011,5.546
South Asia,,2012,5.799
South Asia,,2013,6.608
South Asia,,2014,7.103
South Asia,,2015,7.487
South Asia (IDA & IBRD),,1985,1.037
South Asia (IDA & IBRD),,1986,1.005
South Asia (IDA & IBRD),,1987,0.993
South Asia (IDA & IBRD),,1988,0.999
South Asia (IDA & IBRD),,1989,1
South Asia (IDA & IBRD),,1990,1.081
South Asia (IDA & IBRD),,1991,1.173
South Asia (IDA & IBRD),,1992,1.161
South Asia (IDA & IBRD),,1993,1.092
South Asia (IDA & IBRD),,1994,1.376
South Asia (IDA & IBRD),,1995,1.362
South Asia (IDA & IBRD),,1996,1.361
South Asia (IDA & IBRD),,1997,1.588
South Asia (IDA & IBRD),,1998,1.78
South Asia (IDA & IBRD),,1999,1.777
South Asia (IDA & IBRD),,2000,1.726
South Asia (IDA & IBRD),,2001,1.853
South Asia (IDA & IBRD),,2002,2.027
South Asia (IDA & IBRD),,2003,2.485
South Asia (IDA & IBRD),,2004,2.86
South Asia (IDA & IBRD),,2005,3.347
South Asia (IDA & IBRD),,2006,3.873
South Asia (IDA & IBRD),,2007,4.219
South Asia (IDA & IBRD),,2008,4.328
South Asia (IDA & IBRD),,2009,4.677
South Asia (IDA & IBRD),,2010,5.677
South Asia (IDA & IBRD),,2011,5.546
South Asia (IDA & IBRD),,2012,5.799
South Asia (IDA & IBRD),,2013,6.608
South Asia (IDA & IBRD),,2014,7.103
South Asia (IDA & IBRD),,2015,7.487
South Korea,KOR,1985,66.216
South Korea,KOR,1986,88.32
South Korea,KOR,1987,117.03
South Korea,KOR,1988,135.518
South Korea,KOR,1989,165.375
South Korea,KOR,1990,211.853
South Korea,KOR,1991,306.104
South Korea,KOR,1992,364.611
South Korea,KOR,1993,485.33
South Korea,KOR,1994,639.628
South Korea,KOR,1995,1313.464
South Korea,KOR,1996,1502.592
South Korea,KOR,1997,1465.805
South Korea,KOR,1998,1093.105
South Korea,KOR,1999,1200.643
South Korea,KOR,2000,1549.328
South Korea,KOR,2001,1556.127
South Korea,KOR,2002,1607.103
South Korea,KOR,2003,1885.751
South Korea,KOR,2004,2188.945
South Korea,KOR,2005,2535.833
South Korea,KOR,2006,2590.43
South Korea,KOR,2007,2643.619
South Korea,KOR,2008,2591.27
South Korea,KOR,2009,2582.064
South Korea,KOR,2010,2659.82
South Korea,KOR,2011,2764.183
South Korea,KOR,2012,2950.925
South Korea,KOR,2013,3172.348
South Korea,KOR,2014,3233.178
South Korea,KOR,2015,3278.941
Spain,ESP,1985,55.862
Spain,ESP,1986,42.737
Spain,ESP,1987,44.462
Spain,ESP,1988,46.844
Spain,ESP,1989,53.75
Spain,ESP,1990,57.066
Spain,ESP,1991,55.33
Spain,ESP,1992,53.016
Spain,ESP,1993,55.003
Spain,ESP,1994,54.009
Spain,ESP,1995,51.53
Spain,ESP,1996,57.007
Spain,ESP,1997,55.845
Spain,ESP,1998,56.46
Spain,ESP,1999,60.391
Spain,ESP,2000,66.802
Spain,ESP,2001,61.884
Spain,ESP,2002,66.688
Spain,ESP,2003,66.678
Spain,ESP,2004,66.889
Spain,ESP,2005,69.64
Spain,ESP,2006,70.072
Spain,ESP,2007,72.236
Spain,ESP,2008,79.035
Spain,ESP,2009,77.562
Spain,ESP,2010,76.562
Spain,ESP,2011,73.38
Spain,ESP,2012,69.827
Spain,ESP,2013,64.908
Spain,ESP,2014,63.531
Spain,ESP,2015,60.261
Sri Lanka,LKA,1985,1.769
Sri Lanka,LKA,1986,1.617
Sri Lanka,LKA,1987,2.509
Sri Lanka,LKA,1988,1.567
Sri Lanka,LKA,1989,1.663
Sri Lanka,LKA,1990,1.347
Sri Lanka,LKA,1991,1.907
Sri Lanka,LKA,1992,2.054
Sri Lanka,LKA,1993,2.764
Sri Lanka,LKA,1994,2.01
Sri Lanka,LKA,1995,4.205
Sri Lanka,LKA,1996,2.746
Sri Lanka,LKA,1997,4.421
Sri Lanka,LKA,1998,2.931
Sri Lanka,LKA,1999,6.421
Sri Lanka,LKA,2000,3.806
Sri Lanka,LKA,2001,6.384
Sri Lanka,LKA,2002,6.495
Sri Lanka,LKA,2003,4.978
Sri Lanka,LKA,2004,6.241
Sri Lanka,LKA,2005,7.691
Sri Lanka,LKA,2006,7.838
Sri Lanka,LKA,2007,7.677
Sri Lanka,LKA,2008,10.143
Sri Lanka,LKA,2009,10.116
Sri Lanka,LKA,2010,11.183
Sri Lanka,LKA,2011,9.57
Sri Lanka,LKA,2013,15.934
Sri Lanka,LKA,2015,10.398
Sudan,SDN,1999,0.075
Sudan,SDN,2000,0.22
Sudan,SDN,2001,0.036
Sudan,SDN,2002,0.07
Sudan,SDN,2003,0.204
Sudan,SDN,2004,0.133
Sudan,SDN,2005,0.194
Sudan,SDN,2006,0.095
Sudan,SDN,2007,0.093
Sudan,SDN,2008,10.317
Sudan,SDN,2009,9.866
Sudan,SDN,2010,7.329
Sudan,SDN,2011,7.08
Sudan,SDN,2013,7.3
Sudan,SDN,2015,6.909
Sweden,SWE,1985,459.859
Sweden,SWE,1986,440.272
Sweden,SWE,1987,419.276
Sweden,SWE,1988,386.417
Sweden,SWE,1989,370.542
Sweden,SWE,1990,363.134
Sweden,SWE,1991,366.005
Sweden,SWE,1992,379.669
Sweden,SWE,1993,431.264
Sweden,SWE,1994,450.19
Sweden,SWE,1995,446.474
Sweden,SWE,1996,464.993
Sweden,SWE,1997,466.874
Sweden,SWE,1998,448.764
Sweden,SWE,1999,467.607
Sweden,SWE,2000,476.099
Sweden,SWE,2001,441.324
Sweden,SWE,2002,376.248
Sweden,SWE,2003,337.678
Sweden,SWE,2004,307.777
Sweden,SWE,2005,279.304
Sweden,SWE,2006,269.368
Sweden,SWE,2007,276.232
Sweden,SWE,2008,276.475
Sweden,SWE,2009,235.091
Sweden,SWE,2010,234.162
Sweden,SWE,2011,212.081
Sweden,SWE,2012,240.352
Sweden,SWE,2013,242.907
Sweden,SWE,2014,204.618
Sweden,SWE,2015,207.976
Switzerland,CHE,1985,493.172
Switzerland,CHE,1986,491.842
Switzerland,CHE,1987,503.888
Switzerland,CHE,1988,490.795
Switzerland,CHE,1989,488.498
Switzerland,CHE,1990,444.791
Switzerland,CHE,1991,433.678
Switzerland,CHE,1992,446.231
Switzerland,CHE,1993,432.241
Switzerland,CHE,1994,433.67
Switzerland,CHE,1995,410.471
Switzerland,CHE,1996,354.08
Switzerland,CHE,1997,339.686
Switzerland,CHE,1998,284.81
Switzerland,CHE,1999,268.197
Switzerland,CHE,2000,289.94
Switzerland,CHE,2001,257.128
Switzerland,CHE,2002,250.798
Switzerland,CHE,2003,249.489
Switzerland,CHE,2004,235.736
Switzerland,CHE,2005,220.919
Switzerland,CHE,2006,232.498
Switzerland,CHE,2007,224.073
Switzerland,CHE,2008,208.429
Switzerland,CHE,2009,217.463
Switzerland,CHE,2010,207.287
Switzerland,CHE,2011,201.835
Switzerland,CHE,2012,185.073
Switzerland,CHE,2013,188.52
Switzerland,CHE,2014,180.738
Switzerland,CHE,2015,178.33
Syria,SYR,1992,4.019
Syria,SYR,1993,6.045
Syria,SYR,1994,4.803
Syria,SYR,1995,8.992
Syria,SYR,1996,7.184
Syria,SYR,1997,7.643
Syria,SYR,1998,3.461
Syria,SYR,1999,5.432
Syria,SYR,2000,15.051
Syria,SYR,2001,11.272
Syria,SYR,2002,10.709
Syria,SYR,2003,12.231
Syria,SYR,2004,11.513
Syria,SYR,2005,5.739
Syria,SYR,2006,6.556
Syria,SYR,2015,10.568
Tajikistan,TJK,1993,0.894
Tajikistan,TJK,1994,4.225
Tajikistan,TJK,1995,6.071
Tajikistan,TJK,1996,5.129
Tajikistan,TJK,1997,3.876
Tajikistan,TJK,1998,6.144
Tajikistan,TJK,1999,6.214
Tajikistan,TJK,2000,7.239
Tajikistan,TJK,2001,13.118
Tajikistan,TJK,2002,6.049
Tajikistan,TJK,2003,4.561
Tajikistan,TJK,2004,4.767
Tajikistan,TJK,2005,4.377
Tajikistan,TJK,2006,3.714
Tajikistan,TJK,2009,1.472
Tajikistan,TJK,2010,0.916
Tajikistan,TJK,2011,0.512
Tajikistan,TJK,2012,0.375
Tajikistan,TJK,2013,0.245
Tanzania,TZA,2015,0.019
Thailand,THA,1985,1.057
Thailand,THA,1986,1.132
Thailand,THA,1987,1.26
Thailand,THA,1988,1.42
Thailand,THA,1989,0.771
Thailand,THA,1990,1.29
Thailand,THA,1991,1.397
Thailand,THA,1992,1.158
Thailand,THA,1993,1.885
Thailand,THA,1994,2.547
Thailand,THA,1995,2.437
Thailand,THA,1996,3.375
Thailand,THA,1997,4.042
Thailand,THA,1998,7.776
Thailand,THA,1999,11.845
Thailand,THA,2000,8.911
Thailand,THA,2001,8.404
Thailand,THA,2002,9.598
Thailand,THA,2003,12.424
Thailand,THA,2004,12.6
Thailand,THA,2005,13.619
Thailand,THA,2006,15.8
Thailand,THA,2007,14.276
Thailand,THA,2008,13.555
Thailand,THA,2009,15.326
Thailand,THA,2010,18.063
Thailand,THA,2011,13.727
Thailand,THA,2012,15.034
Thailand,THA,2013,23.069
Thailand,THA,2014,14.704
Trinidad and Tobago,TTO,1992,10.505
Trinidad and Tobago,TTO,1993,23.304
Trinidad and Tobago,TTO,1994,10.397
Trinidad and Tobago,TTO,1995,19.123
Trinidad and Tobago,TTO,1996,7.152
Trinidad and Tobago,TTO,1997,13.485
Trinidad and Tobago,TTO,2002,1.565
Trinidad and Tobago,TTO,2004,2.325
Trinidad and Tobago,TTO,2005,0.771
Trinidad and Tobago,TTO,2007,1.528
Trinidad and Tobago,TTO,2008,0.76
Trinidad and Tobago,TTO,2012,1.491
Trinidad and Tobago,TTO,2014,2.953
Trinidad and Tobago,TTO,2015,2.206
Tunisia,TUN,1985,1.912
Tunisia,TUN,1986,3.728
Tunisia,TUN,1987,3.38
Tunisia,TUN,1988,2.541
Tunisia,TUN,1989,3.229
Tunisia,TUN,1990,3.28
Tunisia,TUN,1991,3.089
Tunisia,TUN,1992,2.557
Tunisia,TUN,1993,4.781
Tunisia,TUN,1994,4.354
Tunisia,TUN,1995,3.401
Tunisia,TUN,1996,4.862
Tunisia,TUN,1997,4.369
Tunisia,TUN,1998,4
Tunisia,TUN,1999,6.976
Tunisia,TUN,2000,4.846
Tunisia,TUN,2001,2.248
Tunisia,TUN,2002,4.562
Tunisia,TUN,2003,3.521
Tunisia,TUN,2004,4.592
Tunisia,TUN,2005,5.543
Tunisia,TUN,2006,7.552
Tunisia,TUN,2007,7.38
Tunisia,TUN,2008,7.303
Tunisia,TUN,2009,9.979
Tunisia,TUN,2010,10.62
Tunisia,TUN,2011,12.731
Tunisia,TUN,2012,13.778
Tunisia,TUN,2013,10.168
Tunisia,TUN,2014,12.742
Tunisia,TUN,2015,15.966
Turkey,TUR,1985,2.687
Turkey,TUR,1986,3.471
Turkey,TUR,1987,2.701
Turkey,TUR,1988,2.939
Turkey,TUR,1989,3.057
